Invoice_ID,Branch,City,Customer_Type,Gender,Product_Category,Unit_Price,Quantity,Discount,Rating,Discount_Amount,Net_Sales,Tax_7_25_percent,Total_Sales
INV202771,West-2,Santa Ana,Normal,Male,Cosmetics,554.11,10,0.29,3.9,1606.92,3934.18,285.23,4219.41
INV202772,West-2,San Jose,Normal,Female,Clothing,316.06,11,0.17,9.0,591.03,2885.63,209.21,3094.84
INV202773,West-2,Los Angeles,Normal,Male,Electronics,430.76,6,0.12,7.9,310.15,2274.41,164.89,2439.3
INV202774,West-1,Fresno,Normal,Male,Electronics,70.6,5,0.28,8.5,98.84,254.16,18.43,272.59
INV202775,West-3,Irvine,Normal,Male,Cosmetics,165.07,13,0.07,1.5,150.21,1995.7,144.69,2140.39
INV202776,West-2,Los Angeles,Member,Female,Clothing,575.32,12,0.03,6.2,207.12,6696.72,485.51,7182.23
INV202777,West-1,Sacramento,Member,Female,Electronics,163.36,19,0.02,10.0,62.08,3041.76,220.53,3262.29
INV202778,West-1,Oakland,Member,Male,Cosmetics,181.43,19,0.01,8.1,34.47,3412.7,247.42,3660.12
INV202779,West-3,Fresno,Normal,Male,Home Appliances,122.57,5,0.17,2.1,104.18,508.67,36.88,545.55
INV202780,West-2,San Francisco,Normal,Male,Food,81.8,9,0.09,7.1,66.26,669.94,48.57,718.51
INV202781,West-2,San Jose,Normal,Male,Clothing,143.79,4,0.24,7.7,138.04,437.12,31.69,468.81
INV202782,West-3,San Francisco,Normal,Male,Electronics,387.18,15,0.23,5.6,1335.77,4471.93,324.21,4796.14
INV202783,West-3,Los Angeles,Normal,Male,Food,275.94,3,0.19,1.7,157.29,670.53,48.61,719.14
INV202784,West-1,San Diego,Normal,Male,Cosmetics,334.48,7,0.12,1.3,280.96,2060.4,149.38,2209.78
INV202785,West-1,San Diego,Normal,Male,Electronics,77.81,14,0.3,9.4,326.8,762.54,55.28,817.82
INV202786,West-3,Oakland,Member,Male,Food,482.26,14,0.25,3.3,1687.91,5063.73,367.12,5430.85
INV202787,West-2,Los Angeles,Member,Male,Home Appliances,471.54,9,0.1,4.4,424.39,3819.47,276.91,4096.38
INV202788,West-1,Anaheim,Normal,Male,Clothing,17.85,3,0.18,8.2,9.64,43.91,3.18,47.09
INV202789,West-1,Fresno,Normal,Male,Cosmetics,233.19,9,0.05,7.2,104.94,1993.77,144.55,2138.32
INV202790,West-2,San Jose,Normal,Female,Electronics,45.92,4,0.12,9.7,22.04,161.64,11.72,173.36
INV202791,West-1,San Diego,Member,Male,Home Appliances,476.3,17,0.35,1.8,2833.98,5263.12,381.58,5644.7
INV202792,West-2,San Diego,Member,Female,Clothing,443.68,6,0.08,7.4,212.97,2449.11,177.56,2626.67
INV202793,West-2,San Francisco,Normal,Female,Clothing,541.68,16,0.24,1.7,2080.05,6586.83,477.55,7064.38
INV202794,West-2,San Francisco,Member,Female,Home Appliances,145.66,18,0.08,1.0,209.75,2412.13,174.88,2587.01
INV202795,West-3,Irvine,Member,Male,Electronics,276.5,13,0.33,2.1,1186.18,2408.32,174.6,2582.92
INV202796,West-3,Sacramento,Member,Female,Clothing,114.77,7,0.11,6.6,88.37,715.02,51.84,766.86
INV202797,West-3,Anaheim,Normal,Male,Cosmetics,225.88,3,0.12,7.1,81.32,596.32,43.23,639.55
INV202798,West-2,San Francisco,Member,Female,Food,315.73,6,0.21,4.9,397.82,1496.56,108.5,1605.06
INV202799,West-2,San Francisco,Member,Male,Cosmetics,36.73,3,0.21,1.4,23.14,87.05,6.31,93.36
INV202800,West-3,Fresno,Normal,Male,Clothing,430.35,12,0.2,6.7,1032.84,4131.36,299.52,4430.88
INV202801,West-1,Irvine,Normal,Female,Food,328.26,5,0.2,1.8,328.26,1313.04,95.2,1408.24
INV202802,West-2,San Francisco,Member,Female,Home Appliances,498.23,17,0.11,2.3,931.69,7538.22,546.52,8084.74
INV202803,West-1,San Jose,Normal,Male,Food,166.71,10,0.15,5.6,250.06,1417.04,102.74,1519.78
INV202804,West-1,Fresno,Member,Female,Food,542.48,7,0.21,4.1,797.45,2999.91,217.49,3217.4
INV202805,West-2,Sacramento,Member,Male,Food,599.22,4,0.23,5.2,551.28,1845.6,133.81,1979.41
INV202806,West-2,Los Angeles,Normal,Male,Clothing,551.98,10,0.09,6.7,496.78,5023.02,364.17,5387.19
INV202807,West-1,Fresno,Normal,Male,Electronics,467.85,7,0.25,2.4,818.74,2456.21,178.08,2634.29
INV202808,West-1,Los Angeles,Member,Female,Clothing,488.36,11,0.32,9.0,1719.03,3652.93,264.84,3917.77
INV202809,West-3,San Diego,Normal,Male,Electronics,346.38,8,0.27,6.0,748.18,2022.86,146.66,2169.52
INV202810,West-3,Irvine,Normal,Male,Home Appliances,118.14,8,0.03,1.2,28.35,916.77,66.47,983.24
INV202811,West-2,Sacramento,Member,Male,Home Appliances,407.84,5,0.16,6.7,326.27,1712.93,124.19,1837.12
INV202812,West-3,Irvine,Member,Male,Home Appliances,429.09,5,0.15,5.2,321.82,1823.63,132.21,1955.84
INV202813,West-3,Sacramento,Member,Female,Home Appliances,591.3,7,0.12,7.3,496.69,3642.41,264.07,3906.48
INV202814,West-3,Irvine,Member,Female,Home Appliances,327.07,4,0.17,8.1,222.41,1085.87,78.73,1164.6
INV202815,West-3,Fresno,Member,Female,Cosmetics,166.46,2,0.15,9.4,49.94,282.98,20.52,303.5
INV202816,West-1,Irvine,Member,Female,Clothing,411.79,19,0.0,10.0,0.0,7824.01,567.24,8391.25
INV202817,West-2,Santa Ana,Normal,Male,Electronics,587.73,2,0.08,5.9,94.04,1081.42,78.4,1159.82
INV202818,West-3,Sacramento,Normal,Male,Home Appliances,110.44,16,0.07,6.1,123.69,1643.35,119.14,1762.49
INV202819,West-1,Los Angeles,Member,Male,Cosmetics,198.97,12,0.12,1.2,286.52,2101.12,152.33,2253.45
INV202820,West-1,Sacramento,Normal,Male,Cosmetics,327.42,15,0.06,8.8,294.68,4616.62,334.7,4951.32
INV202821,West-1,San Diego,Normal,Male,Cosmetics,106.28,10,0.02,1.3,21.26,1041.54,75.51,1117.05
INV202822,West-3,San Jose,Member,Male,Clothing,18.22,6,0.07,6.7,7.65,101.67,7.37,109.04
INV202823,West-3,Santa Ana,Normal,Female,Home Appliances,205.5,13,0.3,1.9,801.45,1870.05,135.58,2005.63
INV202824,West-2,Oakland,Normal,Male,Cosmetics,519.9,6,0.28,3.6,873.43,2245.97,162.83,2408.8
INV202825,West-3,Sacramento,Member,Male,Cosmetics,30.86,2,0.15,2.3,9.26,52.46,3.8,56.26
INV202826,West-3,San Francisco,Normal,Male,Home Appliances,260.21,14,0.31,2.2,1129.31,2513.63,182.24,2695.87
INV202827,West-1,Fresno,Normal,Female,Clothing,458.51,18,0.08,1.7,660.25,7592.93,550.49,8143.42
INV202828,West-2,Fresno,Member,Male,Cosmetics,572.14,6,0.2,3.9,686.57,2746.27,199.1,2945.37
INV202829,West-3,Irvine,Normal,Male,Electronics,591.36,19,0.05,4.8,561.79,10674.05,773.87,11447.92
INV202830,West-3,Irvine,Normal,Male,Food,256.07,14,0.29,5.2,1039.64,2545.34,184.54,2729.88
INV202831,West-1,Fresno,Normal,Female,Food,570.48,13,0.05,5.0,370.81,7045.43,510.79,7556.22
INV202832,West-1,Anaheim,Member,Male,Food,26.07,8,0.01,5.7,2.09,206.47,14.97,221.44
INV202833,West-3,Santa Ana,Member,Male,Clothing,448.82,5,0.1,8.7,224.41,2019.69,146.43,2166.12
INV202834,West-2,Santa Ana,Normal,Female,Cosmetics,387.43,13,0.32,6.7,1611.71,3424.88,248.3,3673.18
INV202835,West-2,Los Angeles,Normal,Male,Food,153.47,6,0.05,1.2,46.04,874.78,63.42,938.2
INV202836,West-1,Sacramento,Member,Female,Food,306.85,19,0.12,2.6,699.62,5130.53,371.96,5502.49
INV202837,West-1,Oakland,Member,Male,Home Appliances,82.08,11,0.11,4.1,99.32,803.56,58.26,861.82
INV202838,West-3,Fresno,Normal,Female,Cosmetics,523.6,16,0.28,9.5,2345.73,6031.87,437.31,6469.18
INV202839,West-1,Sacramento,Member,Male,Cosmetics,217.95,5,0.15,1.7,163.46,926.29,67.16,993.45
INV202840,West-3,Santa Ana,Normal,Male,Home Appliances,377.5,12,0.21,7.4,951.3,3578.7,259.46,3838.16
INV202841,West-2,San Diego,Normal,Female,Cosmetics,99.47,17,0.14,1.3,236.74,1454.25,105.43,1559.68
INV202842,West-2,Fresno,Member,Male,Electronics,127.67,2,0.19,4.3,48.51,206.83,15.0,221.83
INV202843,West-3,Sacramento,Member,Male,Clothing,595.21,10,0.02,7.9,119.04,5833.06,422.9,6255.96
INV202844,West-1,Santa Ana,Normal,Female,Home Appliances,453.09,15,0.13,4.1,883.53,5912.82,428.68,6341.5
INV202845,West-2,San Jose,Normal,Male,Food,577.37,19,0.3,4.9,3291.01,7679.02,556.73,8235.75
INV202846,West-1,Santa Ana,Member,Female,Cosmetics,181.03,17,0.24,9.1,738.6,2338.91,169.57,2508.48
INV202847,West-2,Irvine,Normal,Male,Electronics,102.91,19,0.34,1.6,664.8,1290.49,93.56,1384.05
INV202848,West-3,San Francisco,Member,Female,Electronics,304.33,19,0.28,5.7,1619.04,4163.23,301.83,4465.06
INV202849,West-3,Anaheim,Member,Male,Clothing,299.33,13,0.16,4.3,622.61,3268.68,236.98,3505.66
INV202850,West-3,Anaheim,Member,Male,Electronics,109.09,13,0.24,9.7,340.36,1077.81,78.14,1155.95
INV202851,West-2,Irvine,Member,Female,Cosmetics,441.27,16,0.27,8.1,1906.29,5154.03,373.67,5527.7
INV202852,West-1,Irvine,Member,Male,Cosmetics,220.26,3,0.09,2.1,59.47,601.31,43.59,644.9
INV202853,West-1,Fresno,Normal,Female,Electronics,115.89,4,0.02,9.3,9.27,454.29,32.94,487.23
INV202854,West-1,San Jose,Member,Female,Cosmetics,202.53,7,0.14,2.9,198.48,1219.23,88.39,1307.62
INV202855,West-2,San Jose,Member,Female,Cosmetics,340.38,3,0.05,1.8,51.06,970.08,70.33,1040.41
INV202856,West-2,Fresno,Member,Male,Food,437.25,9,0.1,5.9,393.52,3541.73,256.78,3798.51
INV202857,West-2,Sacramento,Member,Male,Home Appliances,291.73,8,0.33,7.6,770.17,1563.67,113.37,1677.04
INV202858,West-2,Fresno,Member,Male,Cosmetics,317.73,18,0.3,7.4,1715.74,4003.4,290.25,4293.65
INV202859,West-2,Oakland,Member,Female,Cosmetics,87.67,14,0.21,5.8,257.75,969.63,70.3,1039.93
INV202860,West-1,Oakland,Member,Female,Clothing,549.24,5,0.14,5.4,384.47,2361.73,171.23,2532.96
INV202861,West-2,Anaheim,Normal,Female,Home Appliances,557.59,3,0.09,9.7,150.55,1522.22,110.36,1632.58
INV202862,West-2,Santa Ana,Normal,Male,Home Appliances,411.64,10,0.2,8.4,823.28,3293.12,238.75,3531.87
INV202863,West-1,Fresno,Normal,Female,Home Appliances,15.49,11,0.19,7.3,32.37,138.02,10.01,148.03
INV202864,West-2,Fresno,Normal,Male,Electronics,324.56,17,0.27,2.8,1489.73,4027.79,292.01,4319.8
INV202865,West-1,Sacramento,Member,Male,Food,379.39,8,0.32,8.4,971.24,2063.88,149.63,2213.51
INV202866,West-1,Los Angeles,Normal,Male,Food,596.82,9,0.12,7.7,644.57,4726.81,342.69,5069.5
INV202867,West-3,Anaheim,Member,Male,Clothing,597.66,8,0.07,9.9,334.69,4446.59,322.38,4768.97
INV202868,West-3,Anaheim,Normal,Male,Home Appliances,515.28,2,0.14,2.2,144.28,886.28,64.26,950.54
INV202869,West-3,Anaheim,Normal,Male,Home Appliances,42.98,4,0.15,7.4,25.79,146.13,10.59,156.72
INV202870,West-3,Santa Ana,Member,Male,Cosmetics,572.2,16,0.01,9.8,91.55,9063.65,657.11,9720.76
INV202871,West-2,Irvine,Member,Male,Electronics,369.53,9,0.3,5.2,997.73,2328.04,168.78,2496.82
INV202872,West-3,San Diego,Normal,Female,Electronics,481.53,9,0.35,7.6,1516.82,2816.95,204.23,3021.18
INV202873,West-1,Los Angeles,Normal,Male,Clothing,247.28,5,0.32,9.8,395.65,840.75,60.95,901.7
INV202874,West-2,Santa Ana,Normal,Male,Food,195.2,3,0.3,5.9,175.68,409.92,29.72,439.64
INV202875,West-3,Oakland,Normal,Female,Home Appliances,280.63,14,0.35,7.3,1375.09,2553.73,185.15,2738.88
INV202876,West-1,Sacramento,Member,Female,Clothing,92.39,15,0.32,1.2,443.47,942.38,68.32,1010.7
INV202877,West-2,Irvine,Normal,Female,Electronics,217.45,6,0.24,5.7,313.13,991.57,71.89,1063.46
INV202878,West-2,Oakland,Normal,Female,Electronics,515.28,16,0.06,3.3,494.67,7749.81,561.86,8311.67
INV202879,West-3,Irvine,Normal,Male,Electronics,27.58,10,0.05,2.2,13.79,262.01,19.0,281.01
INV202880,West-2,San Jose,Normal,Female,Home Appliances,94.77,14,0.02,7.4,26.54,1300.24,94.27,1394.51
INV202881,West-1,Anaheim,Normal,Female,Home Appliances,79.44,12,0.14,1.4,133.46,819.82,59.44,879.26
INV202882,West-2,Irvine,Member,Female,Home Appliances,244.83,9,0.28,9.1,616.97,1586.5,115.02,1701.52
INV202883,West-1,San Francisco,Member,Female,Cosmetics,598.21,19,0.17,5.7,1932.22,9433.77,683.95,10117.72
INV202884,West-2,Anaheim,Member,Male,Food,108.15,12,0.13,6.8,168.71,1129.09,81.86,1210.95
INV202885,West-3,Anaheim,Member,Female,Electronics,91.56,13,0.04,3.3,47.61,1142.67,82.84,1225.51
INV202886,West-1,Sacramento,Member,Female,Electronics,549.46,13,0.02,2.6,142.86,7000.12,507.51,7507.63
INV202887,West-2,Los Angeles,Normal,Female,Cosmetics,529.82,17,0.14,3.2,1260.97,7745.97,561.58,8307.55
INV202888,West-2,Oakland,Member,Female,Electronics,24.18,2,0.03,3.1,1.45,46.91,3.4,50.31
INV202889,West-2,Irvine,Member,Male,Electronics,452.27,9,0.04,8.8,162.82,3907.61,283.3,4190.91
INV202890,West-1,Irvine,Normal,Female,Home Appliances,395.0,8,0.14,8.1,442.4,2717.6,197.03,2914.63
INV202891,West-1,San Jose,Member,Female,Home Appliances,461.81,7,0.18,8.7,581.88,2650.79,192.18,2842.97
INV202892,West-1,Anaheim,Member,Female,Food,299.23,5,0.07,7.6,104.73,1391.42,100.88,1492.3
INV202893,West-3,Fresno,Member,Male,Electronics,594.87,19,0.24,6.8,2712.61,8589.92,622.77,9212.69
INV202894,West-3,San Diego,Member,Female,Clothing,31.09,3,0.15,5.8,13.99,79.28,5.75,85.03
INV202895,West-1,Fresno,Normal,Female,Electronics,144.45,13,0.03,3.4,56.34,1821.51,132.06,1953.57
INV202896,West-2,Irvine,Normal,Male,Electronics,240.94,6,0.22,7.3,318.04,1127.6,81.75,1209.35
INV202897,West-3,Fresno,Member,Female,Food,272.62,11,0.12,2.2,359.86,2638.96,191.32,2830.28
INV202898,West-1,Sacramento,Normal,Male,Clothing,553.21,4,0.02,5.6,44.26,2168.58,157.22,2325.8
INV202899,West-2,San Francisco,Member,Male,Electronics,338.2,3,0.33,2.8,334.82,679.78,49.28,729.06
INV202900,West-3,Irvine,Normal,Female,Clothing,31.84,4,0.2,5.5,25.47,101.89,7.39,109.28
INV202901,West-2,Irvine,Normal,Female,Home Appliances,247.68,3,0.17,3.6,126.32,616.72,44.71,661.43
INV202902,West-2,San Francisco,Normal,Male,Home Appliances,252.81,13,0.3,1.5,985.96,2300.57,166.79,2467.36
INV202903,West-2,Oakland,Normal,Male,Clothing,579.47,15,0.33,5.5,2868.38,5823.67,422.22,6245.89
INV202904,West-2,San Francisco,Normal,Female,Electronics,361.52,12,0.08,2.6,347.06,3991.18,289.36,4280.54
INV202905,West-3,Fresno,Normal,Male,Clothing,383.21,15,0.28,2.5,1609.48,4138.67,300.05,4438.72
INV202906,West-3,Sacramento,Normal,Male,Clothing,429.39,11,0.29,4.5,1369.75,3353.54,243.13,3596.67
INV202907,West-3,San Jose,Normal,Female,Home Appliances,463.17,11,0.02,4.3,101.9,4992.97,361.99,5354.96
INV202908,West-1,Oakland,Normal,Male,Clothing,382.86,13,0.25,8.8,1244.3,3732.88,270.63,4003.51
INV202909,West-3,Santa Ana,Normal,Male,Cosmetics,146.13,12,0.02,6.1,35.07,1718.49,124.59,1843.08
INV202910,West-2,San Jose,Normal,Male,Cosmetics,525.06,6,0.21,8.7,661.58,2488.78,180.44,2669.22
INV202911,West-3,Los Angeles,Member,Male,Home Appliances,440.61,19,0.23,2.3,1925.47,6446.12,467.34,6913.46
INV202912,West-2,Los Angeles,Normal,Male,Electronics,446.41,19,0.13,4.2,1102.63,7379.16,534.99,7914.15
INV202913,West-1,Los Angeles,Member,Male,Electronics,597.95,3,0.31,6.0,556.09,1237.76,89.74,1327.5
INV202914,West-2,Los Angeles,Normal,Female,Home Appliances,482.5,16,0.28,2.4,2161.6,5558.4,402.98,5961.38
INV202915,West-2,Sacramento,Member,Male,Electronics,498.35,9,0.32,2.2,1435.25,3049.9,221.12,3271.02
INV202916,West-2,San Jose,Member,Female,Food,571.09,14,0.11,7.0,879.48,7115.78,515.89,7631.67
INV202917,West-1,Anaheim,Member,Female,Cosmetics,94.92,3,0.01,6.9,2.85,281.91,20.44,302.35
INV202918,West-3,San Diego,Normal,Female,Food,301.15,3,0.28,3.1,252.97,650.48,47.16,697.64
INV202919,West-3,Oakland,Normal,Female,Food,350.44,7,0.08,3.0,196.25,2256.83,163.62,2420.45
INV202920,West-1,Santa Ana,Normal,Female,Food,200.92,19,0.16,7.7,610.8,3206.68,232.48,3439.16
INV202921,West-2,Fresno,Normal,Female,Home Appliances,504.44,3,0.29,2.1,438.86,1074.46,77.9,1152.36
INV202922,West-3,Irvine,Member,Female,Food,458.64,1,0.08,9.3,36.69,421.95,30.59,452.54
INV202923,West-1,Los Angeles,Normal,Female,Clothing,433.93,12,0.11,9.5,572.79,4634.37,335.99,4970.36
INV202924,West-3,Santa Ana,Normal,Male,Electronics,598.3,6,0.15,8.8,538.47,3051.33,221.22,3272.55
INV202925,West-1,Irvine,Normal,Female,Home Appliances,159.33,7,0.1,2.9,111.53,1003.78,72.77,1076.55
INV202926,West-2,San Diego,Normal,Female,Clothing,442.6,2,0.16,1.2,141.63,743.57,53.91,797.48
INV202927,West-3,Santa Ana,Normal,Female,Clothing,333.09,18,0.0,9.4,0.0,5995.62,434.68,6430.3
INV202928,West-1,San Jose,Normal,Male,Cosmetics,191.23,15,0.07,4.1,200.79,2667.66,193.41,2861.07
INV202929,West-3,Santa Ana,Normal,Female,Cosmetics,100.55,15,0.29,3.8,437.39,1070.86,77.64,1148.5
INV202930,West-3,Los Angeles,Normal,Male,Clothing,538.05,10,0.14,3.4,753.27,4627.23,335.47,4962.7
INV202931,West-3,San Diego,Member,Female,Cosmetics,359.3,17,0.22,3.2,1343.78,4764.32,345.41,5109.73
INV202932,West-3,Fresno,Member,Female,Electronics,495.84,18,0.08,7.6,714.01,8211.11,595.31,8806.42
INV202933,West-1,Anaheim,Normal,Male,Electronics,329.48,18,0.23,9.2,1364.05,4566.59,331.08,4897.67
INV202934,West-2,San Francisco,Normal,Female,Cosmetics,135.89,15,0.35,8.1,713.42,1324.93,96.06,1420.99
INV202935,West-1,Los Angeles,Normal,Male,Food,205.84,6,0.21,7.1,259.36,975.68,70.74,1046.42
INV202936,West-1,Irvine,Normal,Male,Clothing,232.02,9,0.22,3.6,459.4,1628.78,118.09,1746.87
INV202937,West-1,San Diego,Member,Female,Electronics,583.9,11,0.04,5.9,256.92,6165.98,447.03,6613.01
INV202938,West-2,San Jose,Member,Female,Cosmetics,8.35,15,0.14,3.1,17.54,107.71,7.81,115.52
INV202939,West-3,Sacramento,Normal,Male,Cosmetics,591.47,3,0.3,2.0,532.32,1242.09,90.05,1332.14
INV202940,West-3,San Diego,Member,Male,Electronics,588.37,19,0.29,2.1,3241.92,7937.11,575.44,8512.55
INV202941,West-3,Irvine,Member,Female,Electronics,597.71,1,0.18,6.4,107.59,490.12,35.53,525.65
INV202942,West-2,San Francisco,Normal,Female,Food,288.57,17,0.32,1.3,1569.82,3335.87,241.85,3577.72
INV202943,West-3,San Francisco,Normal,Female,Cosmetics,578.47,11,0.05,9.8,318.16,6045.01,438.26,6483.27
INV202944,West-2,Oakland,Normal,Male,Cosmetics,240.38,18,0.23,10.0,995.17,3331.67,241.55,3573.22
INV202945,West-3,Anaheim,Member,Female,Home Appliances,20.65,11,0.09,2.3,20.44,206.71,14.99,221.7
INV202946,West-3,Irvine,Member,Male,Food,138.49,7,0.23,4.8,222.97,746.46,54.12,800.58
INV202947,West-1,San Francisco,Normal,Female,Electronics,567.45,1,0.03,7.9,17.02,550.43,39.91,590.34
INV202948,West-2,Oakland,Normal,Male,Electronics,13.19,12,0.33,9.6,52.23,106.05,7.69,113.74
INV202949,West-1,Oakland,Member,Male,Clothing,329.87,4,0.28,9.0,369.45,950.03,68.88,1018.91
INV202950,West-1,Oakland,Member,Female,Electronics,49.98,8,0.07,3.3,27.99,371.85,26.96,398.81
INV202951,West-1,San Diego,Normal,Male,Cosmetics,175.41,15,0.22,1.8,578.85,2052.3,148.79,2201.09
INV202952,West-2,Oakland,Member,Male,Electronics,57.42,11,0.27,3.6,170.54,461.08,33.43,494.51
INV202953,West-2,Los Angeles,Normal,Male,Cosmetics,516.42,8,0.07,4.9,289.2,3842.16,278.56,4120.72
INV202954,West-3,Irvine,Normal,Male,Cosmetics,356.69,12,0.03,4.2,128.41,4151.87,301.01,4452.88
INV202955,West-1,Los Angeles,Member,Male,Food,541.75,3,0.12,8.0,195.03,1430.22,103.69,1533.91
INV202956,West-3,Sacramento,Member,Female,Electronics,414.57,4,0.05,3.3,82.91,1575.37,114.21,1689.58
INV202957,West-1,San Francisco,Member,Female,Food,582.76,12,0.2,8.7,1398.62,5594.5,405.6,6000.1
INV202958,West-2,Anaheim,Normal,Male,Cosmetics,308.38,8,0.15,3.0,370.06,2096.98,152.03,2249.01
INV202959,West-2,Oakland,Normal,Female,Electronics,385.03,10,0.16,4.3,616.05,3234.25,234.48,3468.73
INV202960,West-2,San Jose,Normal,Male,Electronics,347.9,1,0.19,5.0,66.1,281.8,20.43,302.23
INV202961,West-1,San Jose,Normal,Male,Food,293.13,13,0.34,3.6,1295.63,2515.06,182.34,2697.4
INV202962,West-2,San Francisco,Normal,Female,Food,508.35,7,0.28,7.9,996.37,2562.08,185.75,2747.83
INV202963,West-1,Sacramento,Normal,Male,Cosmetics,388.49,3,0.22,4.7,256.4,909.07,65.91,974.98
INV202964,West-3,San Jose,Member,Male,Cosmetics,481.78,16,0.13,9.0,1002.1,6706.38,486.21,7192.59
INV202965,West-1,Los Angeles,Normal,Male,Electronics,472.89,12,0.01,9.7,56.75,5617.93,407.3,6025.23
INV202966,West-3,Santa Ana,Normal,Female,Electronics,118.67,5,0.04,8.7,23.73,569.62,41.3,610.92
INV202967,West-1,San Diego,Normal,Female,Home Appliances,391.85,18,0.26,5.7,1833.86,5219.44,378.41,5597.85
INV202968,West-3,Fresno,Normal,Male,Home Appliances,123.79,8,0.13,5.6,128.74,861.58,62.46,924.04
INV202969,West-2,San Jose,Member,Male,Clothing,352.08,12,0.12,2.9,507.0,3717.96,269.55,3987.51
INV202970,West-3,Anaheim,Normal,Male,Cosmetics,408.07,3,0.31,6.3,379.51,844.7,61.24,905.94
INV202971,West-2,Oakland,Member,Male,Clothing,598.35,16,0.17,9.6,1627.51,7946.09,576.09,8522.18
INV202972,West-2,Anaheim,Member,Male,Clothing,23.17,10,0.31,1.7,71.83,159.87,11.59,171.46
INV202973,West-3,Irvine,Normal,Female,Food,59.29,17,0.31,7.8,312.46,695.47,50.42,745.89
INV202974,West-1,San Diego,Normal,Female,Food,50.83,10,0.03,8.8,15.25,493.05,35.75,528.8
INV202975,West-1,Los Angeles,Member,Female,Home Appliances,242.02,3,0.33,9.9,239.6,486.46,35.27,521.73
INV202976,West-1,Sacramento,Member,Female,Clothing,493.85,2,0.03,4.0,29.63,958.07,69.46,1027.53
INV202977,West-1,San Diego,Normal,Male,Home Appliances,507.21,14,0.34,4.2,2414.32,4686.62,339.78,5026.4
INV202978,West-1,Fresno,Member,Male,Cosmetics,443.5,9,0.16,3.1,638.64,3352.86,243.08,3595.94
INV202979,West-2,Santa Ana,Normal,Female,Electronics,538.64,17,0.27,8.1,2472.36,6684.52,484.63,7169.15
INV202980,West-1,San Jose,Normal,Female,Food,197.1,4,0.25,2.3,197.1,591.3,42.87,634.17
INV202981,West-2,Sacramento,Member,Male,Cosmetics,57.45,15,0.18,3.4,155.11,706.64,51.23,757.87
INV202982,West-2,Sacramento,Normal,Female,Cosmetics,39.6,13,0.22,3.7,113.26,401.54,29.11,430.65
INV202983,West-2,San Jose,Normal,Male,Food,512.02,19,0.33,4.4,3210.37,6518.01,472.56,6990.57
INV202984,West-3,San Jose,Normal,Male,Food,439.61,9,0.32,4.8,1266.08,2690.41,195.05,2885.46
INV202985,West-3,San Jose,Member,Male,Clothing,420.68,4,0.23,6.0,387.03,1295.69,93.94,1389.63
INV202986,West-2,San Jose,Member,Female,Home Appliances,207.11,8,0.23,9.5,381.08,1275.8,92.5,1368.3
INV202987,West-3,San Jose,Member,Female,Cosmetics,231.04,15,0.09,3.2,311.9,3153.7,228.64,3382.34
INV202988,West-1,Sacramento,Normal,Female,Clothing,575.08,14,0.29,8.0,2334.82,5716.3,414.43,6130.73
INV202989,West-1,San Francisco,Member,Female,Clothing,42.96,3,0.22,7.1,28.35,100.53,7.29,107.82
INV202990,West-2,San Francisco,Member,Female,Cosmetics,465.37,17,0.29,2.0,2294.27,5617.02,407.23,6024.25
INV202991,West-1,Anaheim,Member,Male,Cosmetics,189.23,8,0.23,8.3,348.18,1165.66,84.51,1250.17
INV202992,West-2,San Francisco,Normal,Female,Electronics,28.24,14,0.1,1.8,39.54,355.82,25.8,381.62
INV202993,West-2,Fresno,Normal,Male,Home Appliances,446.83,13,0.07,7.7,406.62,5402.17,391.66,5793.83
INV202994,West-1,San Francisco,Member,Male,Cosmetics,201.89,15,0.03,7.4,90.85,2937.5,212.97,3150.47
INV202995,West-3,Sacramento,Member,Male,Food,434.68,11,0.21,7.2,1004.11,3777.37,273.86,4051.23
INV202996,West-1,San Jose,Member,Female,Electronics,426.05,15,0.1,3.5,639.08,5751.67,417.0,6168.67
INV202997,West-1,Oakland,Normal,Female,Home Appliances,323.2,12,0.22,6.2,853.25,3025.15,219.32,3244.47
INV202998,West-2,Oakland,Member,Female,Food,467.54,9,0.02,7.9,84.16,4123.7,298.97,4422.67
INV202999,West-2,Fresno,Normal,Female,Food,350.72,15,0.13,6.7,683.9,4576.9,331.83,4908.73
INV203000,West-2,Irvine,Normal,Female,Home Appliances,175.55,1,0.09,8.2,15.8,159.75,11.58,171.33
INV203001,West-2,Sacramento,Normal,Female,Electronics,441.8,12,0.13,7.2,689.21,4612.39,334.4,4946.79
INV203002,West-3,Los Angeles,Member,Female,Food,355.54,6,0.02,3.5,42.66,2090.58,151.57,2242.15
INV203003,West-3,San Diego,Member,Female,Clothing,12.57,1,0.25,2.4,3.14,9.43,0.68,10.11
INV203004,West-3,Anaheim,Normal,Male,Home Appliances,541.48,19,0.04,6.7,411.52,9876.6,716.05,10592.65
INV203005,West-2,Los Angeles,Normal,Female,Home Appliances,329.66,13,0.01,7.8,42.86,4242.72,307.6,4550.32
INV203006,West-2,Sacramento,Normal,Male,Cosmetics,521.83,6,0.33,2.3,1033.22,2097.76,152.09,2249.85
INV203007,West-2,San Francisco,Normal,Male,Electronics,530.23,17,0.07,2.6,630.97,8382.94,607.76,8990.7
INV203008,West-3,San Jose,Member,Male,Clothing,269.76,13,0.29,1.1,1017.0,2489.88,180.52,2670.4
